Date,District,PM2.5,PM10,NO2,SO2
08/02/2013,Kolkata,-1,243.85,151.55,17.54
09/02/2013,Kolkata,81.00,180.99,75.93,16.23
10/02/2013,Kolkata,84.00,168.21,62.79,9.91
11/02/2013,Kolkata,-1,146.21,101.55,8.79
12/02/2013,Kolkata,108.00,178.50,85.66,9.20
13/02/2013,Kolkata,118.00,196.14,102.94,18.00
14/02/2013,Kolkata,-1,166.78,97.50,16.44
15/02/2013,Kolkata,124.00,206.32,82.01,13.79
16/02/2013,Kolkata,159.00,220.71,91.91,10.52
17/02/2013,Kolkata,-1,215.77,84.57,16.66
18/02/2013,Kolkata,-1,142.35,48.69,10.56
19/02/2013,Kolkata,-1,74.22,38.70,3.99
20/02/2013,Kolkata,135.00,179.07,71.02,8.64
21/02/2013,Kolkata,140.00,178.74,72.84,8.49
22/02/2013,Kolkata,-1,129.94,60.91,7.01
23/02/2013,Kolkata,-1,106.58,65.01,13.84
24/02/2013,Kolkata,129.00,173.24,80.56,11.05
25/02/2013,Kolkata,147.00,202.43,83.75,11.44
26/02/2013,Kolkata,88.00,144.41,65.91,13.68
27/02/2013,Kolkata,-1,134.31,82.34,17.47
28/02/2013,Kolkata,101.00,170.67,77.38,10.52
01/03/2013,Kolkata,122.00,177.30,75.38,13.11
02/03/2013,Kolkata,-1,189.33,75.17,11.03
03/03/2013,Kolkata,117.00,192.40,61.80,8.85
04/03/2013,Kolkata,137.00,184.18,60.54,9.82
05/03/2013,Kolkata,-1,155.05,50.85,8.12
06/03/2013,Kolkata,111.00,175.07,57.86,10.46
07/03/2013,Kolkata,119.00,170.38,59.80,11.75
08/03/2013,Kolkata,-1,127.36,52.45,15.53
09/03/2013,Kolkata,84.00,143.34,62.25,12.18
10/03/2013,Kolkata,97.00,186.55,59.73,12.02
11/03/2013,Kolkata,-1,159.04,56.10,14.22
12/03/2013,Kolkata,58.00,115.65,44.14,7.39
13/03/2013,Kolkata,55.00,108.79,46.79,9.36
14/03/2013,Kolkata,-1,110.05,32.43,19.04
15/03/2013,Kolkata,54.00,114.41,43.41,7.29
16/03/2013,Kolkata,50.00,99.74,42.08,7.06
17/03/2013,Kolkata,-1,116.30,35.35,12.83
18/03/2013,Kolkata,-1,138.15,35.63,15.52
19/03/2013,Kolkata,-1,135.62,31.81,9.65
20/03/2013,Kolkata,47.00,91.44,44.58,9.99
21/03/2013,Kolkata,54.00,113.51,49.81,11.47
22/03/2013,Kolkata,-1,102.82,35.50,14.60
23/03/2013,Kolkata,62.00,128.76,52.05,11.49
24/03/2013,Kolkata,50.00,107.74,42.00,9.31
25/03/2013,Kolkata,-1,88.79,23.12,6.40
26/03/2013,Kolkata,-1,90.02,27.26,13.67
27/03/2013,Kolkata,-1,99.13,64.21,23.79
28/03/2013,Kolkata,71.00,135.62,51.46,10.98
29/03/2013,Kolkata,53.00,116.70,42.30,7.87
30/03/2013,Kolkata,-1,113.81,61.50,26.35
31/03/2013,Kolkata,64.00,123.79,53.39,9.24
01/04/2013,Kolkata,47.00,111.41,44.09,7.79
02/04/2013,Kolkata,-1,64.86,23.49,6.35
03/04/2013,Kolkata,-1,93.25,25.91,8.49
04/04/2013,Kolkata,40.00,70.54,36.12,7.70
05/04/2013,Kolkata,44.00,87.13,41.24,9.90
06/04/2013,Kolkata,-1,97.76,48.07,25.87
07/04/2013,Kolkata,67.00,117.51,44.05,7.64
08/04/2013,Kolkata,57.00,103.76,43.45,9.07
09/04/2013,Kolkata,-1,128.73,48.89,12.62
10/04/2013,Kolkata,54.00,99.61,43.96,9.89
11/04/2013,Kolkata,49.00,89.60,39.46,8.94
12/04/2013,Kolkata,-1,105.02,32.08,13.10
13/04/2013,Kolkata,-1,82.20,42.84,7.20
14/04/2013,Kolkata,44.00,81.15,35.93,7.71
15/04/2013,Kolkata,45.00,84.37,35.54,7.02
16/04/2013,Kolkata,-1,45.78,24.47,6.36
17/04/2013,Kolkata,53.00,87.57,35.27,7.32
18/04/2013,Kolkata,51.00,76.34,33.45,6.50
19/04/2013,Kolkata,-1,58.86,24.40,3.67
20/04/2013,Kolkata,24.00,60.09,28.54,5.63
21/04/2013,Kolkata,41.00,64.27,29.67,6.08
22/04/2013,Kolkata,-1,66.95,40.00,11.34
23/04/2013,Kolkata,20.00,49.40,25.71,6.54
24/04/2013,Kolkata,36.00,66.09,28.95,8.36
25/04/2013,Kolkata,-1,62.42,34.99,10.80
26/04/2013,Kolkata,48.00,69.94,31.10,6.65
27/04/2013,Kolkata,38.00,65.76,35.95,6.46
28/04/2013,Kolkata,-1,61.62,24.98,9.14
29/04/2013,Kolkata,-1,75.88,23.61,9.27
30/04/2013,Kolkata,27.00,56.42,23.96,5.07
01/05/2013,Kolkata,36.00,61.79,26.10,6.24
02/05/2013,Kolkata,-1,67.13,20.40,10.20
03/05/2013,Kolkata,-1,58.54,17.96,9.05
04/05/2013,Kolkata,30.00,57.94,25.62,6.88
05/05/2013,Kolkata,41.00,69.85,27.68,7.36
06/05/2013,Kolkata,-1,48.54,18.78,10.42
07/05/2013,Kolkata,-1,39.30,15.68,8.91
08/05/2013,Kolkata,26.00,49.28,25.16,8.38
09/05/2013,Kolkata,27.00,48.25,31.75,6.96
10/05/2013,Kolkata,-1,46.92,16.84,13.73
11/05/2013,Kolkata,-1,54.08,14.67,15.37
12/05/2013,Kolkata,31.00,53.85,25.43,8.79
13/05/2013,Kolkata,29.00,58.37,26.07,7.65
14/05/2013,Kolkata,-1,47.82,14.05,12.22
15/05/2013,Kolkata,24.00,47.63,26.58,10.37
16/05/2013,Kolkata,26.00,44.17,24.58,7.45
17/05/2013,Kolkata,-1,35.84,11.94,18.59
18/05/2013,Kolkata,35.00,52.76,30.74,8.44
19/05/2013,Kolkata,41.00,74.05,29.71,8.70
20/05/2013,Kolkata,-1,68.31,18.67,13.02
21/05/2013,Kolkata,-1,52.41,22.96,7.32
22/05/2013,Kolkata,30.00,58.02,26.42,8.35
23/05/2013,Kolkata,-1,52.59,24.67,9.02
24/05/2013,Kolkata,37.00,63.92,27.24,5.39
25/05/2013,Kolkata,44.00,60.40,29.34,4.85
26/05/2013,Kolkata,-1,64.51,21.84,5.05
27/05/2013,Kolkata,-1,58.46,17.78,3.62
28/05/2013,Kolkata,33.00,49.74,22.98,5.06
29/05/2013,Kolkata,32.00,49.12,25.38,6.07
30/05/2013,Kolkata,-1,27.58,19.35,5.63
31/05/2013,Kolkata,21.00,34.60,15.81,6.42
01/06/2013,Kolkata,23.00,28.99,17.63,5.57
02/06/2013,Kolkata,-1,58.58,21.64,11.78
03/06/2013,Kolkata,-1,47.24,18.23,8.01
04/06/2013,Kolkata,-1,51.39,20.96,10.18
05/06/2013,Kolkata,-1,45.15,22.91,10.76
06/06/2013,Kolkata,25.00,43.64,25.06,7.80
07/06/2013,Kolkata,28.00,48.35,23.38,7.75
08/06/2013,Kolkata,-1,27.91,27.01,6.09
09/06/2013,Kolkata,21.00,37.60,21.81,5.22
10/06/2013,Kolkata,30.00,49.39,24.36,4.57
11/06/2013,Kolkata,-1,55.48,28.28,5.71
12/06/2013,Kolkata,35.00,58.02,32.59,5.41
13/06/2013,Kolkata,31.00,52.25,31.23,5.01
14/06/2013,Kolkata,-1,24.50,14.45,4.63
15/06/2013,Kolkata,24.00,32.35,19.57,4.01
16/06/2013,Kolkata,22.00,39.66,17.36,3.96
17/06/2013,Kolkata,-1,58.31,25.42,2.62
18/06/2013,Kolkata,32.00,66.75,23.33,4.04
19/06/2013,Kolkata,35.00,65.34,23.98,5.73
20/06/2013,Kolkata,-1,55.13,36.89,4.94
21/06/2013,Kolkata,30.00,62.35,30.13,7.30
22/06/2013,Kolkata,32.00,57.73,34.11,7.63
23/06/2013,Kolkata,-1,55.08,34.30,11.36
24/06/2013,Kolkata,-1,43.26,29.36,7.61
25/06/2013,Kolkata,-1,26.72,16.97,3.73
26/06/2013,Kolkata,24.00,35.58,18.18,3.96
27/06/2013,Kolkata,23.00,35.25,23.01,3.75
28/06/2013,Kolkata,-1,48.65,26.72,9.57
29/06/2013,Kolkata,29.00,49.30,26.62,6.73
30/06/2013,Kolkata,34.00,56.58,28.45,7.70
01/07/2013,Kolkata,-1,59.38,40.33,13.67
02/07/2013,Kolkata,-1,46.92,32.36,5.57
03/07/2013,Kolkata,-1,59.54,35.51,10.03
04/07/2013,Kolkata,24.00,42.99,26.95,6.30
05/07/2013,Kolkata,21.00,40.41,25.98,5.12
06/07/2013,Kolkata,-1,35.76,23.13,6.56
07/07/2013,Kolkata,26.00,41.36,22.69,6.57
08/07/2013,Kolkata,26.00,40.29,23.25,5.16
09/07/2013,Kolkata,-1,26.74,19.40,6.13
10/07/2013,Kolkata,20.00,34.72,20.60,6.83
11/07/2013,Kolkata,21.00,33.80,20.01,7.79
12/07/2013,Kolkata,-1,25.21,17.98,6.08
13/07/2013,Kolkata,18.00,28.86,14.93,3.56
14/07/2013,Kolkata,14.00,26.38,17.76,4.70
15/07/2013,Kolkata,-1,33.32,29.87,8.46
16/07/2013,Kolkata,15.00,28.14,18.67,3.71
17/07/2013,Kolkata,16.00,25.49,19.69,5.08
18/07/2013,Kolkata,-1,22.26,18.55,4.27
19/07/2013,Kolkata,20.00,31.76,20.42,5.77
20/07/2013,Kolkata,24.00,32.57,17.87,5.61
21/07/2013,Kolkata,-1,15.49,18.72,4.88
22/07/2013,Kolkata,-1,20.64,18.30,7.18
23/07/2013,Kolkata,-1,19.79,14.45,4.62
24/07/2013,Kolkata,-1,14.13,15.76,5.53
25/07/2013,Kolkata,18.00,26.19,16.79,4.06
26/07/2013,Kolkata,-1,22.73,23.17,5.11
27/07/2013,Kolkata,-1,24.67,15.81,2.68
28/07/2013,Kolkata,22.00,34.50,20.91,4.85
29/07/2013,Kolkata,-1,50.64,32.56,11.24
30/07/2013,Kolkata,-1,40.35,28.16,6.81
31/07/2013,Kolkata,28.00,39.48,19.55,4.95
01/08/2013,Kolkata,23.00,37.16,18.11,5.30
02/08/2013,Kolkata,-1,25.94,12.15,6.86
03/08/2013,Kolkata,26.00,36.79,17.76,4.43
04/08/2013,Kolkata,21.00,40.13,21.64,6.27
05/08/2013,Kolkata,-1,49.75,39.04,6.60
06/08/2013,Kolkata,-1,27.77,19.49,4.11
07/08/2013,Kolkata,16.00,28.58,19.69,5.31
08/08/2013,Kolkata,18.00,29.52,20.88,4.03
09/08/2013,Kolkata,-1,36.21,35.39,4.81
10/08/2013,Kolkata,-1,36.21,39.03,5.84
11/08/2013,Kolkata,24.00,37.41,24.27,5.57
12/08/2013,Kolkata,29.00,44.00,26.56,5.68
13/08/2013,Kolkata,-1,-1,-1,-1
14/08/2013,Kolkata,-1,-1,-1,-1
15/08/2013,Kolkata,-1,37.20,24.77,4.90
16/08/2013,Kolkata,23.00,20.21,16.46,4.96
17/08/2013,Kolkata,-1,27.98,17.96,3.46
18/08/2013,Kolkata,21.00,34.25,22.61,5.88
19/08/2013,Kolkata,-1,31.61,26.47,4.09
20/08/2013,Kolkata,26.00,37.78,24.20,5.81
21/08/2013,Kolkata,20.00,33.66,23.40,6.03
22/08/2013,Kolkata,-1,16.16,19.71,4.76
23/08/2013,Kolkata,18.00,29.77,18.92,3.88
24/08/2013,Kolkata,25.00,38.02,21.35,4.64
25/08/2013,Kolkata,-1,42.46,25.79,7.34
26/08/2013,Kolkata,-1,37.00,31.04,5.52
27/08/2013,Kolkata,-1,52.62,34.69,6.77
28/08/2013,Kolkata,33.00,59.35,30.73,8.76
29/08/2013,Kolkata,31.00,49.57,27.11,5.17
30/08/2013,Kolkata,-1,25.49,28.99,2.47
31/08/2013,Kolkata,24.00,46.92,23.63,6.02
01/09/2013,Kolkata,27.00,59.49,25.30,5.65
02/09/2013,Kolkata,-1,93.23,36.15,0.79
03/09/2013,Kolkata,-1,82.03,29.35,1.55
04/09/2013,Kolkata,22.00,49.89,27.09,4.93
05/09/2013,Kolkata,23.00,50.50,31.45,4.97
06/09/2013,Kolkata,-1,80.72,36.95,3.93
07/09/2013,Kolkata,32.00,71.71,29.32,5.99
08/09/2013,Kolkata,27.00,69.29,36.73,5.85
09/09/2013,Kolkata,-1,39.88,26.21,4.95
10/09/2013,Kolkata,36.00,46.83,25.34,6.35
11/09/2013,Kolkata,24.00,49.95,29.46,6.57
12/09/2013,Kolkata,-1,46.36,39.60,7.11
13/09/2013,Kolkata,25.00,42.55,27.48,6.83
14/09/2013,Kolkata,28.00,65.75,38.05,5.99
15/09/2013,Kolkata,-1,83.21,51.47,6.43
16/09/2013,Kolkata,-1,37.43,33.61,6.55
17/09/2013,Kolkata,-1,31.77,27.70,6.95
18/09/2013,Kolkata,-1,69.25,54.09,13.45
19/09/2013,Kolkata,-1,47.57,46.06,10.23
20/09/2013,Kolkata,34.00,46.35,28.24,7.22
21/09/2013,Kolkata,32.00,44.32,23.64,6.92
22/09/2013,Kolkata,-1,13.23,28.27,10.98
23/09/2013,Kolkata,26.00,42.71,26.02,6.06
24/09/2013,Kolkata,-1,30.39,24.58,8.06
25/09/2013,Kolkata,-1,65.16,39.38,12.23
26/09/2013,Kolkata,23.00,53.95,33.20,10.00
27/09/2013,Kolkata,21.00,51.07,32.71,9.15
28/09/2013,Kolkata,-1,89.13,57.19,17.81
29/09/2013,Kolkata,27.00,63.83,35.92,9.46
30/09/2013,Kolkata,38.00,55.80,30.92,10.32
01/10/2013,Kolkata,-1,18.96,18.23,9.42
02/10/2013,Kolkata,36.00,42.81,25.99,7.55
03/10/2013,Kolkata,-1,19.10,21.04,7.41
04/10/2013,Kolkata,29.00,54.22,25.60,8.22
05/10/2013,Kolkata,24.00,43.64,28.24,7.53
06/10/2013,Kolkata,24.00,45.40,24.65,10.69
07/10/2013,Kolkata,-1,48.66,22.13,11.44
08/10/2013,Kolkata,-1,47.82,18.67,8.58
09/10/2013,Kolkata,34.00,61.49,27.46,8.38
10/10/2013,Kolkata,32.00,60.85,29.06,11.17
11/10/2013,Kolkata,-1,43.28,22.79,60.10
12/10/2013,Kolkata,-1,69.51,25.84,45.90
13/10/2013,Kolkata,59.00,85.16,39.82,11.58
14/10/2013,Kolkata,46.00,66.08,34.56,10.32
15/10/2013,Kolkata,55.00,69.32,33.85,8.98
16/10/2013,Kolkata,58.00,74.88,36.09,11.11
17/10/2013,Kolkata,-1,35.57,16.09,7.40
18/10/2013,Kolkata,33.00,65.53,31.44,7.80
19/10/2013,Kolkata,57.00,103.01,40.59,7.98
20/10/2013,Kolkata,-1,116.66,56.84,5.54
21/10/2013,Kolkata,-1,77.94,46.19,6.62
22/10/2013,Kolkata,-1,55.84,31.54,5.41
23/10/2013,Kolkata,-1,52.52,40.69,5.58
24/10/2013,Kolkata,34.00,45.37,28.56,5.60
25/10/2013,Kolkata,54.00,72.96,29.38,7.50
26/10/2013,Kolkata,-1,47.03,30.87,3.90
27/10/2013,Kolkata,19.00,31.54,24.39,3.69
28/10/2013,Kolkata,24.00,40.61,22.83,4.27
29/10/2013,Kolkata,-1,71.42,38.24,6.62
30/10/2013,Kolkata,51.00,91.54,37.70,8.79
31/10/2013,Kolkata,67.00,131.00,40.57,10.59
01/11/2013,Kolkata,-1,171.27,77.60,11.12
02/11/2013,Kolkata,63.00,149.10,66.78,12.06
03/11/2013,Kolkata,-1,189.28,92.88,27.68
04/11/2013,Kolkata,89.50,187.14,49.95,15.32
05/11/2013,Kolkata,129.00,249.87,55.29,17.95
06/11/2013,Kolkata,-1,182.89,53.19,9.17
07/11/2013,Kolkata,-1,135.95,55.50,8.35
08/11/2013,Kolkata,63.00,116.46,43.69,8.75
09/11/2013,Kolkata,-1,140.51,63.74,9.61
10/11/2013,Kolkata,-1,110.37,56.62,10.20
11/11/2013,Kolkata,-1,96.81,57.72,18.27
12/11/2013,Kolkata,-1,100.57,47.65,14.00
13/11/2013,Kolkata,68.00,117.42,44.10,10.07
14/11/2013,Kolkata,71.00,132.23,51.82,10.81
15/11/2013,Kolkata,-1,135.27,64.09,14.75
16/11/2013,Kolkata,-1,154.33,89.15,13.36
17/11/2013,Kolkata,-1,62.95,66.08,17.01
18/11/2013,Kolkata,-1,129.96,88.44,26.68
19/11/2013,Kolkata,-1,117.82,71.78,14.73
20/11/2013,Kolkata,-1,156.54,109.90,12.21
21/11/2013,Kolkata,85.00,181.46,76.59,9.99
22/11/2013,Kolkata,134.00,248.68,100.62,12.52
23/11/2013,Kolkata,-1,159.13,119.54,8.08
24/11/2013,Kolkata,89.00,161.04,63.86,9.62
25/11/2013,Kolkata,106.00,189.33,87.14,10.61
26/11/2013,Kolkata,-1,167.97,134.30,7.26
27/11/2013,Kolkata,-1,178.90,135.60,10.67
28/11/2013,Kolkata,-1,252.79,123.44,10.85
29/11/2013,Kolkata,-1,231.02,135.06,8.19
30/11/2013,Kolkata,89.00,185.85,86.22,7.22
01/12/2013,Kolkata,109.00,219.41,88.16,8.47
02/12/2013,Kolkata,-1,244.43,134.62,7.89
03/12/2013,Kolkata,-1,190.75,93.68,5.04
04/12/2013,Kolkata,131.00,221.27,96.67,10.98
05/12/2013,Kolkata,152.00,228.44,93.79,11.25
06/12/2013,Kolkata,-1,181.40,118.43,9.31
07/12/2013,Kolkata,84.00,171.56,89.58,9.28
08/12/2013,Kolkata,117.00,193.51,89.83,10.24
09/12/2013,Kolkata,-1,209.85,100.43,6.98
10/12/2013,Kolkata,123.00,201.38,74.26,7.27
11/12/2013,Kolkata,129.00,219.08,82.33,8.34
12/12/2013,Kolkata,-1,200.83,105.78,4.70
13/12/2013,Kolkata,130.00,219.38,95.76,9.19
14/12/2013,Kolkata,155.00,245.37,95.34,10.17
15/12/2013,Kolkata,-1,117.96,163.32,12.92
16/12/2013,Kolkata,-1,101.41,88.82,6.53
17/12/2013,Kolkata,-1,124.25,105.01,9.04
18/12/2013,Kolkata,149.00,250.16,116.96,11.62
19/12/2013,Kolkata,134.00,213.35,95.57,11.09
20/12/2013,Kolkata,-1,220.59,104.29,10.38
21/12/2013,Kolkata,-1,286.04,113.36,9.44
22/12/2013,Kolkata,101.00,180.40,74.12,10.80
23/12/2013,Kolkata,104.00,187.83,73.63,12.34
24/12/2013,Kolkata,-1,120.88,63.00,10.24
25/12/2013,Kolkata,-1,131.58,57.55,11.72
26/12/2013,Kolkata,121.00,232.46,81.61,11.58
27/12/2013,Kolkata,117.00,219.53,72.59,9.04
28/12/2013,Kolkata,-1,265.73,106.44,4.96
29/12/2013,Kolkata,153.00,296.20,125.77,13.66
30/12/2013,Kolkata,157.00,275.88,109.65,13.37
31/12/2013,Kolkata,-1,204.42,56.70,5.15
