Date,District,PM2.5,PM10,NO2,SO2
05/03/2015,Kolkata,86.00,203.41,75.90,10.94
06/03/2015,Kolkata,-1,96.99,55.12,6.58
07/03/2015,Kolkata,-1,108.57,54.63,8.24
08/03/2015,Kolkata,72.00,130.78,80.07,8.72
09/03/2015,Kolkata,84.00,159.08,70.31,7.91
10/03/2015,Kolkata,-1,132.84,83.21,9.62
11/03/2015,Kolkata,83.00,180.42,114.98,11.56
12/03/2015,Kolkata,-1,153.00,98.37,10.37
13/03/2015,Kolkata,93.00,188.95,99.52,12.72
14/03/2015,Kolkata,86.00,165.59,92.96,9.26
15/03/2015,Kolkata,-1,163.42,72.94,9.63
16/03/2015,Kolkata,72.00,143.99,64.01,13.07
17/03/2015,Kolkata,66.00,129.02,52.00,9.21
18/03/2015,Kolkata,-1,143.59,59.16,8.66
19/03/2015,Kolkata,64.00,137.03,61.04,10.57
20/03/2015,Kolkata,73.00,127.46,69.94,10.44
21/03/2015,Kolkata,-1,145.09,74.17,11.38
22/03/2015,Kolkata,95.00,180.64,79.06,11.58
23/03/2015,Kolkata,-1,134.07,70.37,9.66
24/03/2015,Kolkata,-1,147.35,81.35,11.51
25/03/2015,Kolkata,68.00,145.99,70.93,15.88
26/03/2015,Kolkata,39.00,93.69,53.51,8.04
27/03/2015,Kolkata,-1,112.61,49.30,9.39
28/03/2015,Kolkata,33.00,73.24,45.19,8.18
29/03/2015,Kolkata,-1,93.36,47.73,10.06
30/03/2015,Kolkata,30.00,70.34,42.78,6.42
31/03/2015,Kolkata,31.00,68.65,39.06,8.46
01/04/2015,Kolkata,-1,75.70,46.50,7.22
02/04/2015,Kolkata,57.00,103.14,48.77,7.33
03/04/2015,Kolkata,39.00,79.91,42.71,8.24
04/04/2015,Kolkata,-1,89.62,40.63,7.22
05/04/2015,Kolkata,-1,85.05,40.35,9.69
06/04/2015,Kolkata,41.00,79.46,35.48,9.57
07/04/2015,Kolkata,-1,66.24,36.01,5.69
08/04/2015,Kolkata,47.00,84.29,42.20,7.20
09/04/2015,Kolkata,44.00,69.22,36.02,5.12
10/04/2015,Kolkata,-1,71.22,48.86,9.64
11/04/2015,Kolkata,58.00,131.94,56.15,10.65
12/04/2015,Kolkata,50.00,100.38,43.31,8.43
13/04/2015,Kolkata,-1,84.36,37.48,5.76
14/04/2015,Kolkata,41.00,92.58,45.72,8.08
15/04/2015,Kolkata,56.00,98.25,41.76,8.32
16/04/2015,Kolkata,-1,114.36,51.92,8.93
17/04/2015,Kolkata,-1,109.23,51.20,8.61
18/04/2015,Kolkata,72.00,139.83,56.88,14.46
19/04/2015,Kolkata,64.00,106.76,43.14,6.70
20/04/2015,Kolkata,-1,61.62,26.19,7.18
21/04/2015,Kolkata,31.00,46.55,27.38,5.65
22/04/2015,Kolkata,-1,51.29,33.16,7.35
23/04/2015,Kolkata,-1,81.51,36.36,5.95
24/04/2015,Kolkata,58.00,94.77,42.97,9.88
25/04/2015,Kolkata,-1,64.04,27.87,4.50
26/04/2015,Kolkata,28.00,68.42,36.14,6.17
27/04/2015,Kolkata,45.00,76.85,35.55,6.56
28/04/2015,Kolkata,-1,51.32,35.79,6.03
29/04/2015,Kolkata,-1,92.05,36.73,7.64
30/04/2015,Kolkata,27.00,55.14,32.91,11.80
01/05/2015,Kolkata,25.00,70.01,32.27,5.71
02/05/2015,Kolkata,-1,59.60,24.42,5.02
03/05/2015,Kolkata,31.00,87.00,28.89,8.03
04/05/2015,Kolkata,23.00,55.05,27.49,6.16
05/05/2015,Kolkata,-1,75.48,36.58,8.63
06/05/2015,Kolkata,46.00,91.58,36.09,8.89
07/05/2015,Kolkata,-1,79.85,31.70,9.88
08/05/2015,Kolkata,-1,77.01,26.70,5.76
09/05/2015,Kolkata,58.00,98.81,31.22,6.07
10/05/2015,Kolkata,-1,55.86,27.96,3.98
11/05/2015,Kolkata,-1,82.39,28.27,5.59
12/05/2015,Kolkata,48.00,87.14,27.95,5.67
13/05/2015,Kolkata,39.00,69.05,26.87,4.90
14/05/2015,Kolkata,-1,79.48,34.65,5.04
15/05/2015,Kolkata,-1,76.23,32.83,5.85
16/05/2015,Kolkata,42.00,67.30,38.42,6.09
17/05/2015,Kolkata,44.00,85.47,41.59,6.20
18/05/2015,Kolkata,-1,64.95,38.84,5.22
19/05/2015,Kolkata,29.00,49.01,31.90,5.17
20/05/2015,Kolkata,-1,72.23,27.44,4.68
21/05/2015,Kolkata,47.00,81.10,38.07,4.09
22/05/2015,Kolkata,36.00,57.20,37.10,4.08
23/05/2015,Kolkata,-1,95.88,32.49,4.96
24/05/2015,Kolkata,-1,92.26,32.41,5.15
25/05/2015,Kolkata,44.00,87.29,30.48,5.09
26/05/2015,Kolkata,-1,74.99,20.24,4.11
27/05/2015,Kolkata,-1,95.45,25.30,4.57
28/05/2015,Kolkata,38.00,73.22,27.96,3.95
29/05/2015,Kolkata,39.00,80.47,28.57,5.03
30/05/2015,Kolkata,-1,86.03,29.18,4.71
31/05/2015,Kolkata,34.00,77.19,31.64,4.28
01/06/2015,Kolkata,48.00,80.84,50.28,6.28
02/06/2015,Kolkata,-1,53.15,38.14,4.37
03/06/2015,Kolkata,45.00,76.08,33.74,5.14
04/06/2015,Kolkata,30.00,73.41,27.92,5.09
05/06/2015,Kolkata,-1,56.03,29.47,4.87
06/06/2015,Kolkata,-1,68.19,34.76,4.18
07/06/2015,Kolkata,33.00,68.97,34.59,4.12
08/06/2015,Kolkata,40.00,66.90,28.11,4.58
09/06/2015,Kolkata,-1,53.49,25.14,4.29
10/06/2015,Kolkata,27.00,64.74,32.04,3.82
11/06/2015,Kolkata,45.00,76.66,27.47,5.36
12/06/2015,Kolkata,-1,61.49,33.05,4.33
13/06/2015,Kolkata,41.00,71.13,36.04,4.54
14/06/2015,Kolkata,63.00,95.91,40.95,6.92
15/06/2015,Kolkata,-1,72.09,44.79,4.34
16/06/2015,Kolkata,37.00,61.51,36.49,6.25
17/06/2015,Kolkata,41.00,57.77,33.18,3.83
18/06/2015,Kolkata,-1,42.77,27.49,2.81
19/06/2015,Kolkata,-1,63.56,37.55,3.97
20/06/2015,Kolkata,28.00,35.60,23.46,2.91
21/06/2015,Kolkata,-1,33.53,25.02,3.17
22/06/2015,Kolkata,28.00,45.78,22.79,2.62
23/06/2015,Kolkata,34.00,40.65,21.29,3.18
24/06/2015,Kolkata,-1,36.69,26.91,3.04
25/06/2015,Kolkata,-1,69.42,33.90,5.33
26/06/2015,Kolkata,44.00,77.21,37.10,5.82
27/06/2015,Kolkata,44.00,86.05,29.30,2.79
28/06/2015,Kolkata,-1,90.19,30.32,2.33
29/06/2015,Kolkata,51.00,96.39,30.88,2.92
30/06/2015,Kolkata,-1,70.74,23.56,2.33
01/07/2015,Kolkata,42.00,72.99,26.54,2.95
02/07/2015,Kolkata,47.00,73.65,37.55,4.88
03/07/2015,Kolkata,-1,88.56,40.93,6.90
04/07/2015,Kolkata,39.00,78.07,36.70,7.03
05/07/2015,Kolkata,52.00,106.64,34.87,3.17
06/07/2015,Kolkata,-1,101.27,32.27,4.00
07/07/2015,Kolkata,36.00,68.00,22.65,2.00
08/07/2015,Kolkata,49.00,68.81,27.62,2.75
09/07/2015,Kolkata,-1,67.05,32.31,2.00
10/07/2015,Kolkata,24.00,52.45,29.73,3.86
11/07/2015,Kolkata,30.00,45.07,27.25,2.77
12/07/2015,Kolkata,-1,63.20,32.39,2.99
13/07/2015,Kolkata,-1,87.34,34.61,4.68
14/07/2015,Kolkata,47.00,73.16,28.03,5.56
15/07/2015,Kolkata,-1,72.63,34.66,3.48
16/07/2015,Kolkata,22.00,65.08,31.22,3.38
17/07/2015,Kolkata,-1,60.04,30.98,3.03
18/07/2015,Kolkata,-1,56.44,29.19,4.98
19/07/2015,Kolkata,29.00,52.02,43.08,4.38
20/07/2015,Kolkata,32.00,58.78,28.75,2.90
21/07/2015,Kolkata,-1,50.33,31.99,5.89
22/07/2015,Kolkata,25.00,38.02,35.29,2.91
23/07/2015,Kolkata,25.00,43.95,30.15,4.32
24/07/2015,Kolkata,-1,36.26,31.60,2.54
25/07/2015,Kolkata,-1,32.23,43.61,30.16
26/07/2015,Kolkata,30.00,54.55,44.72,5.42
27/07/2015,Kolkata,23.00,43.41,42.73,4.39
28/07/2015,Kolkata,-1,33.26,29.07,3.61
29/07/2015,Kolkata,-1,37.40,37.39,3.65
30/07/2015,Kolkata,27.00,43.10,34.41,3.98
31/07/2015,Kolkata,25.00,38.72,38.22,2.81
01/08/2015,Kolkata,-1,52.70,33.83,3.09
02/08/2015,Kolkata,21.00,28.97,28.05,5.67
03/08/2015,Kolkata,18.00,28.06,26.51,2.31
04/08/2015,Kolkata,-1,33.48,25.60,2.35
05/08/2015,Kolkata,27.00,48.09,37.95,36.25
06/08/2015,Kolkata,32.00,56.76,40.33,16.05
07/08/2015,Kolkata,-1,65.18,51.64,3.71
08/08/2015,Kolkata,36.00,64.86,54.81,2.91
09/08/2015,Kolkata,38.00,65.27,51.78,3.79
10/08/2015,Kolkata,-1,44.88,32.88,3.00
11/08/2015,Kolkata,17.00,35.29,25.72,2.80
12/08/2015,Kolkata,20.00,35.18,26.33,2.77
13/08/2015,Kolkata,-1,41.78,32.76,2.65
14/08/2015,Kolkata,19.00,26.75,27.56,2.64
15/08/2015,Kolkata,23.00,36.07,33.97,3.01
16/08/2015,Kolkata,-1,49.12,36.35,3.00
17/08/2015,Kolkata,-1,42.90,31.93,2.95
18/08/2015,Kolkata,17.00,39.01,32.05,3.06
19/08/2015,Kolkata,-1,43.44,35.90,3.11
20/08/2015,Kolkata,25.00,44.63,35.33,2.64
21/08/2015,Kolkata,25.00,42.89,41.13,2.85
22/08/2015,Kolkata,-1,65.06,49.46,2.65
23/08/2015,Kolkata,30.00,64.11,41.04,3.34
24/08/2015,Kolkata,-1,64.95,43.88,3.10
25/08/2015,Kolkata,-1,68.24,34.67,2.00
26/08/2015,Kolkata,-1,61.11,43.35,2.00
27/08/2015,Kolkata,27.00,43.24,46.62,5.46
28/08/2015,Kolkata,25.00,37.05,33.32,3.67
29/08/2015,Kolkata,-1,34.72,30.86,6.22
30/08/2015,Kolkata,31.00,37.95,33.84,12.74
31/08/2015,Kolkata,37.00,51.77,36.48,17.02
01/09/2015,Kolkata,-1,51.39,30.03,2.85
02/09/2015,Kolkata,-1,76.89,45.05,28.60
03/09/2015,Kolkata,30.00,82.18,47.92,7.38
04/09/2015,Kolkata,17.00,71.57,26.20,3.24
05/09/2015,Kolkata,-1,196.05,40.70,3.40
06/09/2015,Kolkata,34.00,96.68,39.58,3.37
07/09/2015,Kolkata,32.00,86.46,43.16,2.95
08/09/2015,Kolkata,-1,98.21,35.83,3.06
09/09/2015,Kolkata,31.00,90.64,45.13,2.80
10/09/2015,Kolkata,45.00,86.85,44.53,3.46
11/09/2015,Kolkata,-1,96.55,51.95,3.68
12/09/2015,Kolkata,40.00,67.84,37.17,2.99
13/09/2015,Kolkata,22.00,39.75,28.88,3.06
14/09/2015,Kolkata,-1,44.26,33.82,2.99
15/09/2015,Kolkata,24.00,43.40,28.68,3.19
16/09/2015,Kolkata,-1,39.31,27.12,2.60
17/09/2015,Kolkata,19.00,30.47,28.72,3.15
18/09/2015,Kolkata,21.00,37.95,29.46,2.96
19/09/2015,Kolkata,-1,47.08,35.01,2.81
20/09/2015,Kolkata,27.00,53.34,30.84,3.00
21/09/2015,Kolkata,-1,45.26,30.03,2.87
22/09/2015,Kolkata,-1,27.89,27.05,2.89
23/09/2015,Kolkata,20.00,37.20,33.11,2.77
24/09/2015,Kolkata,38.00,67.23,39.80,3.17
25/09/2015,Kolkata,-1,71.91,43.96,3.41
26/09/2015,Kolkata,31.00,81.91,46.81,3.20
27/09/2015,Kolkata,-1,93.35,44.91,3.37
28/09/2015,Kolkata,65.00,110.81,46.46,4.10
29/09/2015,Kolkata,40.00,101.43,43.94,3.24
30/09/2015,Kolkata,-1,130.09,59.24,3.92
01/10/2015,Kolkata,-1,122.47,59.95,5.04
02/10/2015,Kolkata,65.00,121.06,58.10,4.69
03/10/2015,Kolkata,-1,119.03,70.26,4.25
04/10/2015,Kolkata,33.00,68.10,44.24,3.21
05/10/2015,Kolkata,42.00,76.77,50.72,3.50
06/10/2015,Kolkata,-1,105.04,50.73,4.56
07/10/2015,Kolkata,56.00,96.51,45.54,3.70
08/10/2015,Kolkata,38.00,69.01,43.42,3.39
09/10/2015,Kolkata,-1,54.98,31.48,2.96
10/10/2015,Kolkata,46.00,66.65,40.38,3.58
11/10/2015,Kolkata,48.00,91.52,46.26,3.23
12/10/2015,Kolkata,-1,94.34,43.93,3.77
13/10/2015,Kolkata,51.00,98.12,42.77,3.25
14/10/2015,Kolkata,44.00,80.87,38.90,3.17
15/10/2015,Kolkata,-1,66.19,39.10,3.92
16/10/2015,Kolkata,38.00,50.76,38.64,3.81
17/10/2015,Kolkata,41.00,65.17,42.72,3.11
18/10/2015,Kolkata,-1,83.66,50.84,4.74
19/10/2015,Kolkata,-1,116.42,56.22,4.92
20/10/2015,Kolkata,62.00,131.13,60.19,14.38
21/10/2015,Kolkata,-1,203.34,82.50,31.86
22/10/2015,Kolkata,114.00,208.30,86.13,19.00
23/10/2015,Kolkata,116.00,202.62,80.57,52.76
24/10/2015,Kolkata,-1,157.96,71.67,13.84
25/10/2015,Kolkata,-1,136.18,67.09,7.77
26/10/2015,Kolkata,65.00,118.76,57.61,6.17
27/10/2015,Kolkata,-1,139.98,63.12,7.01
28/10/2015,Kolkata,81.00,140.53,57.55,5.39
29/10/2015,Kolkata,82.00,142.52,74.35,5.19
30/10/2015,Kolkata,-1,130.92,69.13,5.31
31/10/2015,Kolkata,-1,121.93,62.92,3.69
01/11/2015,Kolkata,67.00,108.66,50.61,4.04
02/11/2015,Kolkata,43.00,50.15,36.19,3.56
03/11/2015,Kolkata,-1,49.95,39.53,3.46
04/11/2015,Kolkata,58.00,93.11,50.76,4.57
05/11/2015,Kolkata,52.00,79.95,53.92,3.54
06/11/2015,Kolkata,-1,69.24,56.48,5.33
07/11/2015,Kolkata,60.00,101.49,48.80,3.68
08/11/2015,Kolkata,-1,133.38,88.95,10.67
09/11/2015,Kolkata,-1,164.82,78.18,5.09
10/11/2015,Kolkata,-1,150.70,68.83,3.95
11/11/2015,Kolkata,-1,157.98,97.33,4.71
12/11/2015,Kolkata,158.00,198.83,75.56,9.81
13/11/2015,Kolkata,216.50,304.94,96.37,15.81
14/11/2015,Kolkata,-1,201.97,105.17,4.70
15/11/2015,Kolkata,95.00,229.10,88.60,4.87
16/11/2015,Kolkata,-1,219.35,90.41,5.84
17/11/2015,Kolkata,79.00,167.74,67.79,4.36
18/11/2015,Kolkata,85.00,173.99,49.10,4.04
19/11/2015,Kolkata,-1,183.56,49.51,5.70
20/11/2015,Kolkata,-1,125.91,48.69,4.17
21/11/2015,Kolkata,89.00,178.41,63.98,4.53
22/11/2015,Kolkata,-1,174.58,65.53,4.65
23/11/2015,Kolkata,68.00,130.56,62.46,3.75
24/11/2015,Kolkata,91.00,155.90,62.76,3.87
25/11/2015,Kolkata,-1,177.55,72.64,5.07
26/11/2015,Kolkata,94.00,199.97,90.18,5.35
27/11/2015,Kolkata,98.00,189.82,82.47,5.56
28/11/2015,Kolkata,-1,185.67,82.28,8.95
29/11/2015,Kolkata,85.00,153.17,69.93,8.40
30/11/2015,Kolkata,-1,177.56,70.46,12.05
01/12/2015,Kolkata,-1,198.91,75.85,11.85
02/12/2015,Kolkata,119.00,226.00,90.99,5.98
03/12/2015,Kolkata,106.00,222.97,69.88,3.67
04/12/2015,Kolkata,-1,202.51,66.36,5.61
05/12/2015,Kolkata,84.00,145.58,52.95,3.81
06/12/2015,Kolkata,91.00,169.53,57.06,3.72
07/12/2015,Kolkata,-1,184.58,57.62,4.05
08/12/2015,Kolkata,76.00,142.72,47.05,3.33
09/12/2015,Kolkata,113.00,189.66,58.71,5.45
10/12/2015,Kolkata,-1,239.28,73.83,6.19
11/12/2015,Kolkata,93.00,200.45,70.13,4.29
12/12/2015,Kolkata,90.00,188.59,60.32,3.61
13/12/2015,Kolkata,-1,173.24,58.79,4.84
14/12/2015,Kolkata,-1,126.48,48.08,2.00
15/12/2015,Kolkata,-1,177.65,50.17,2.58
16/12/2015,Kolkata,-1,168.09,51.61,3.74
17/12/2015,Kolkata,98.00,179.24,54.26,5.06
18/12/2015,Kolkata,135.00,234.17,71.11,5.83
19/12/2015,Kolkata,-1,220.25,65.68,4.98
20/12/2015,Kolkata,105.00,213.35,58.00,4.84
21/12/2015,Kolkata,123.00,245.09,77.89,5.41
22/12/2015,Kolkata,-1,242.13,69.98,4.62
23/12/2015,Kolkata,121.00,215.83,61.19,4.52
24/12/2015,Kolkata,130.00,234.94,68.22,6.27
25/12/2015,Kolkata,-1,192.32,58.73,4.93
26/12/2015,Kolkata,89.00,164.89,54.80,4.02
27/12/2015,Kolkata,95.00,205.27,57.01,3.90
28/12/2015,Kolkata,-1,233.96,67.17,6.42
29/12/2015,Kolkata,96.00,202.35,58.31,3.58
30/12/2015,Kolkata,-1,335.77,79.09,2.00
31/12/2015,Kolkata,-1,401.99,98.07,-1
