Date,District,PM2.5,PM10,NO2,SO2
23/02/2012,Kolkata,-1,210.21,97.91,17.94
24/02/2012,Kolkata,-1,189.39,99.87,55.14
25/02/2012,Kolkata,-1,172.55,100.19,24.69
26/02/2012,Kolkata,-1,161.11,110.21,35.70
27/02/2012,Kolkata,-1,159.50,100.40,35.94
28/02/2012,Kolkata,-1,159.89,73.83,25.44
29/02/2012,Kolkata,97.00,166.20,72.37,15.81
01/03/2012,Kolkata,-1,146.64,33.26,13.77
02/03/2012,Kolkata,124.00,194.86,62.05,17.08
03/03/2012,Kolkata,-1,81.57,38.61,12.93
04/03/2012,Kolkata,-1,106.56,60.88,21.63
05/03/2012,Kolkata,-1,178.08,85.50,18.78
06/03/2012,Kolkata,-1,141.56,48.17,13.17
07/03/2012,Kolkata,-1,99.04,40.70,15.33
08/03/2012,Kolkata,-1,136.48,45.92,22.78
09/03/2012,Kolkata,-1,134.96,39.47,15.19
10/03/2012,Kolkata,-1,145.46,24.29,3.77
11/03/2012,Kolkata,-1,81.29,24.56,6.32
12/03/2012,Kolkata,-1,144.56,42.82,12.99
13/03/2012,Kolkata,-1,190.83,52.55,11.15
14/03/2012,Kolkata,-1,152.04,67.53,15.72
15/03/2012,Kolkata,-1,147.31,44.58,14.98
16/03/2012,Kolkata,-1,141.26,55.90,19.15
17/03/2012,Kolkata,-1,174.87,65.95,13.72
18/03/2012,Kolkata,-1,116.09,54.70,27.79
19/03/2012,Kolkata,-1,143.09,38.01,19.60
20/03/2012,Kolkata,-1,41.94,22.88,3.79
21/03/2012,Kolkata,-1,129.28,28.88,6.09
22/03/2012,Kolkata,-1,132.97,26.72,13.57
23/03/2012,Kolkata,-1,162.85,25.40,15.48
24/03/2012,Kolkata,-1,220.62,38.40,19.69
25/03/2012,Kolkata,-1,224.65,53.56,23.79
26/03/2012,Kolkata,-1,123.82,46.32,9.94
27/03/2012,Kolkata,-1,172.94,26.72,32.65
28/03/2012,Kolkata,-1,134.91,28.48,20.60
29/03/2012,Kolkata,-1,132.53,34.25,21.11
30/03/2012,Kolkata,-1,111.95,28.60,12.30
31/03/2012,Kolkata,-1,110.38,30.05,18.64
01/04/2012,Kolkata,-1,82.69,27.41,15.45
02/04/2012,Kolkata,-1,91.23,28.72,13.13
03/04/2012,Kolkata,-1,135.78,58.18,24.50
04/04/2012,Kolkata,-1,101.90,39.68,26.89
05/04/2012,Kolkata,-1,79.32,27.99,10.97
06/04/2012,Kolkata,49.00,59.77,31.53,11.42
07/04/2012,Kolkata,-1,41.43,32.38,9.64
08/04/2012,Kolkata,-1,49.50,33.55,7.66
09/04/2012,Kolkata,-1,52.57,31.12,8.67
10/04/2012,Kolkata,-1,46.48,28.80,8.81
11/04/2012,Kolkata,-1,53.06,28.11,9.72
12/04/2012,Kolkata,-1,32.09,27.43,10.86
13/04/2012,Kolkata,-1,37.37,30.80,10.98
14/04/2012,Kolkata,-1,63.38,38.08,12.45
15/04/2012,Kolkata,-1,44.90,50.29,16.22
16/04/2012,Kolkata,-1,45.55,39.79,13.19
17/04/2012,Kolkata,-1,43.08,48.15,12.95
18/04/2012,Kolkata,-1,58.57,28.81,6.80
19/04/2012,Kolkata,-1,37.26,34.73,12.17
20/04/2012,Kolkata,-1,63.27,26.74,7.36
21/04/2012,Kolkata,-1,48.10,20.43,6.36
22/04/2012,Kolkata,-1,50.75,28.58,6.60
23/04/2012,Kolkata,-1,28.56,34.23,10.45
24/04/2012,Kolkata,-1,35.52,27.57,12.07
25/04/2012,Kolkata,-1,72.29,32.42,9.08
26/04/2012,Kolkata,-1,76.20,37.84,10.83
27/04/2012,Kolkata,-1,27.84,32.86,9.62
28/04/2012,Kolkata,-1,25.87,22.21,9.39
29/04/2012,Kolkata,-1,73.98,55.54,12.96
30/04/2012,Kolkata,-1,21.50,59.54,15.95
01/05/2012,Kolkata,-1,19.25,41.60,8.77
02/05/2012,Kolkata,-1,67.97,22.96,9.26
03/05/2012,Kolkata,-1,58.53,23.51,7.03
04/05/2012,Kolkata,-1,62.30,33.13,6.14
05/05/2012,Kolkata,-1,56.17,21.12,6.50
06/05/2012,Kolkata,-1,220.88,33.07,6.71
07/05/2012,Kolkata,-1,87.66,65.69,16.45
08/05/2012,Kolkata,-1,80.73,46.66,15.58
09/05/2012,Kolkata,-1,71.44,40.25,10.72
10/05/2012,Kolkata,-1,57.55,26.74,9.52
11/05/2012,Kolkata,-1,64.33,29.33,6.38
12/05/2012,Kolkata,-1,74.76,31.93,8.12
13/05/2012,Kolkata,-1,66.50,21.71,6.53
14/05/2012,Kolkata,-1,44.13,22.71,11.68
15/05/2012,Kolkata,-1,70.79,30.17,6.57
16/05/2012,Kolkata,-1,70.29,28.18,8.39
17/05/2012,Kolkata,-1,58.16,27.13,6.52
18/05/2012,Kolkata,25.00,51.44,31.50,6.51
19/05/2012,Kolkata,-1,64.69,22.41,5.70
20/05/2012,Kolkata,-1,72.68,35.20,7.46
21/05/2012,Kolkata,-1,75.40,28.53,11.79
22/05/2012,Kolkata,-1,90.40,45.37,9.80
23/05/2012,Kolkata,-1,65.23,32.76,7.18
24/05/2012,Kolkata,-1,57.37,28.85,5.21
25/05/2012,Kolkata,-1,61.72,28.41,7.21
26/05/2012,Kolkata,-1,76.47,23.90,4.54
27/05/2012,Kolkata,-1,108.02,20.77,8.29
28/05/2012,Kolkata,-1,91.13,25.18,11.16
29/05/2012,Kolkata,-1,82.29,29.85,11.45
30/05/2012,Kolkata,-1,39.26,26.13,6.90
31/05/2012,Kolkata,-1,59.43,29.61,6.14
01/06/2012,Kolkata,-1,69.87,22.91,7.50
02/06/2012,Kolkata,-1,66.03,17.25,8.00
03/06/2012,Kolkata,-1,105.08,28.53,10.28
04/06/2012,Kolkata,-1,109.16,24.11,11.46
05/06/2012,Kolkata,-1,104.45,21.71,10.02
06/06/2012,Kolkata,-1,77.35,23.72,7.10
07/06/2012,Kolkata,-1,74.50,16.28,9.47
08/06/2012,Kolkata,-1,77.29,26.77,6.77
09/06/2012,Kolkata,-1,28.28,33.87,5.40
10/06/2012,Kolkata,-1,52.74,33.34,9.12
11/06/2012,Kolkata,-1,54.79,43.14,8.22
12/06/2012,Kolkata,-1,57.65,26.36,5.89
13/06/2012,Kolkata,-1,60.97,25.65,8.69
14/06/2012,Kolkata,-1,39.48,19.31,8.10
15/06/2012,Kolkata,-1,62.63,22.66,16.16
16/06/2012,Kolkata,-1,76.85,20.99,5.16
17/06/2012,Kolkata,-1,61.59,27.75,7.97
18/06/2012,Kolkata,-1,54.09,35.40,6.09
19/06/2012,Kolkata,-1,41.71,38.78,8.79
20/06/2012,Kolkata,-1,34.28,27.91,8.57
21/06/2012,Kolkata,-1,41.89,43.05,9.63
22/06/2012,Kolkata,-1,47.63,38.83,3.89
23/06/2012,Kolkata,-1,26.01,23.77,1.81
24/06/2012,Kolkata,-1,36.52,33.65,2.65
25/06/2012,Kolkata,-1,50.73,41.39,3.87
26/06/2012,Kolkata,-1,52.17,40.95,3.13
27/06/2012,Kolkata,-1,54.88,38.66,4.74
28/06/2012,Kolkata,-1,54.07,31.44,2.45
29/06/2012,Kolkata,-1,85.07,48.59,4.66
30/06/2012,Kolkata,-1,68.61,30.45,5.21
01/07/2012,Kolkata,-1,66.17,42.65,3.84
02/07/2012,Kolkata,-1,432.89,28.74,5.42
03/07/2012,Kolkata,-1,89.67,17.75,3.11
04/07/2012,Kolkata,-1,137.77,24.17,2.82
05/07/2012,Kolkata,-1,40.13,28.08,4.12
06/07/2012,Kolkata,-1,37.92,28.93,5.41
07/07/2012,Kolkata,-1,46.40,47.61,4.36
08/07/2012,Kolkata,-1,41.75,37.95,5.12
09/07/2012,Kolkata,-1,30.59,34.78,7.68
10/07/2012,Kolkata,-1,30.09,29.42,4.27
11/07/2012,Kolkata,-1,26.48,28.73,5.20
12/07/2012,Kolkata,-1,45.54,36.90,5.21
13/07/2012,Kolkata,-1,57.58,50.28,6.82
14/07/2012,Kolkata,-1,56.57,49.47,3.99
15/07/2012,Kolkata,-1,59.21,43.45,6.22
16/07/2012,Kolkata,-1,55.94,35.51,6.06
17/07/2012,Kolkata,-1,40.87,27.65,6.68
18/07/2012,Kolkata,-1,49.24,30.70,5.80
19/07/2012,Kolkata,-1,46.18,34.82,11.77
20/07/2012,Kolkata,-1,59.20,43.50,5.67
21/07/2012,Kolkata,-1,54.01,46.28,2.86
22/07/2012,Kolkata,-1,29.68,20.61,4.27
23/07/2012,Kolkata,-1,18.98,19.77,2.38
24/07/2012,Kolkata,-1,31.41,23.05,4.65
25/07/2012,Kolkata,-1,45.42,29.74,5.39
26/07/2012,Kolkata,-1,40.63,33.51,8.98
27/07/2012,Kolkata,-1,29.62,25.00,3.62
28/07/2012,Kolkata,-1,32.99,25.23,4.32
29/07/2012,Kolkata,-1,41.81,32.10,4.39
30/07/2012,Kolkata,-1,40.32,39.15,5.58
31/07/2012,Kolkata,-1,37.76,28.83,1.73
01/08/2012,Kolkata,-1,21.33,24.93,9.24
02/08/2012,Kolkata,-1,44.55,46.61,11.18
03/08/2012,Kolkata,-1,50.96,38.78,7.92
04/08/2012,Kolkata,-1,46.15,29.06,3.99
05/08/2012,Kolkata,-1,27.39,26.07,4.71
06/08/2012,Kolkata,-1,14.82,23.29,6.04
07/08/2012,Kolkata,-1,14.44,20.72,4.84
08/08/2012,Kolkata,-1,32.94,29.86,10.10
09/08/2012,Kolkata,-1,45.12,35.20,3.82
10/08/2012,Kolkata,-1,61.84,45.11,5.85
11/08/2012,Kolkata,-1,54.50,36.22,6.05
12/08/2012,Kolkata,-1,29.03,26.70,4.20
13/08/2012,Kolkata,-1,17.40,42.80,2.65
14/08/2012,Kolkata,-1,26.62,31.31,3.95
15/08/2012,Kolkata,-1,44.71,42.53,5.78
16/08/2012,Kolkata,-1,46.32,47.79,8.70
17/08/2012,Kolkata,-1,64.29,45.90,6.18
18/08/2012,Kolkata,-1,48.26,37.37,6.55
19/08/2012,Kolkata,-1,25.76,23.28,2.07
20/08/2012,Kolkata,-1,18.99,21.62,4.56
21/08/2012,Kolkata,-1,31.23,29.97,5.83
22/08/2012,Kolkata,-1,30.69,29.68,3.77
23/08/2012,Kolkata,-1,44.86,39.17,4.67
24/08/2012,Kolkata,-1,42.31,38.33,3.53
25/08/2012,Kolkata,-1,71.15,56.09,8.39
26/08/2012,Kolkata,-1,43.59,54.56,5.94
27/08/2012,Kolkata,-1,30.97,39.47,3.19
28/08/2012,Kolkata,-1,15.84,22.94,3.07
29/08/2012,Kolkata,-1,31.89,31.11,2.37
30/08/2012,Kolkata,-1,34.14,18.93,3.90
31/08/2012,Kolkata,-1,35.81,24.95,4.57
01/09/2012,Kolkata,-1,24.08,20.62,2.22
02/09/2012,Kolkata,-1,29.02,26.33,4.12
03/09/2012,Kolkata,-1,26.05,26.75,11.77
04/09/2012,Kolkata,-1,16.21,16.59,8.97
05/09/2012,Kolkata,-1,23.86,23.12,5.01
06/09/2012,Kolkata,-1,25.94,17.65,2.42
07/09/2012,Kolkata,-1,22.10,26.51,6.75
08/09/2012,Kolkata,-1,24.00,28.39,8.01
09/09/2012,Kolkata,-1,93.22,44.06,12.12
10/09/2012,Kolkata,-1,44.30,41.45,9.31
11/09/2012,Kolkata,-1,11.87,21.31,4.88
12/09/2012,Kolkata,-1,29.08,28.14,5.24
13/09/2012,Kolkata,-1,28.57,27.10,4.68
14/09/2012,Kolkata,-1,37.20,46.10,8.05
15/09/2012,Kolkata,-1,48.84,42.90,7.66
16/09/2012,Kolkata,-1,36.46,47.50,6.18
17/09/2012,Kolkata,-1,45.81,50.37,6.50
18/09/2012,Kolkata,-1,37.71,27.63,9.92
19/09/2012,Kolkata,-1,21.45,21.83,1.69
20/09/2012,Kolkata,-1,26.37,18.93,2.66
21/09/2012,Kolkata,-1,54.11,23.07,4.88
22/09/2012,Kolkata,-1,38.05,15.92,7.33
23/09/2012,Kolkata,-1,40.11,25.81,3.38
24/09/2012,Kolkata,-1,36.20,30.98,5.60
25/09/2012,Kolkata,-1,49.96,37.43,7.79
26/09/2012,Kolkata,-1,111.63,58.24,4.97
27/09/2012,Kolkata,-1,154.70,55.46,7.82
28/09/2012,Kolkata,-1,113.88,70.57,3.19
29/09/2012,Kolkata,-1,92.10,52.97,7.24
30/09/2012,Kolkata,-1,83.17,58.29,4.19
01/10/2012,Kolkata,-1,60.33,56.91,3.63
02/10/2012,Kolkata,-1,58.60,24.11,0.89
03/10/2012,Kolkata,23.00,46.83,38.80,5.99
04/10/2012,Kolkata,29.00,48.03,40.64,4.94
05/10/2012,Kolkata,-1,52.08,39.74,2.09
06/10/2012,Kolkata,28.00,55.93,48.71,6.61
07/10/2012,Kolkata,34.00,61.40,51.96,5.83
08/10/2012,Kolkata,-1,78.09,58.50,4.68
09/10/2012,Kolkata,24.00,75.46,47.11,8.47
10/10/2012,Kolkata,38.00,48.28,44.16,6.74
11/10/2012,Kolkata,-1,38.35,32.64,76.16
12/10/2012,Kolkata,34.00,52.79,41.00,44.69
13/10/2012,Kolkata,44.00,52.04,49.36,6.24
14/10/2012,Kolkata,-1,64.02,80.67,9.49
15/10/2012,Kolkata,-1,89.88,91.70,5.60
16/10/2012,Kolkata,-1,63.34,61.11,3.29
17/10/2012,Kolkata,-1,88.28,89.46,3.24
18/10/2012,Kolkata,43.00,81.39,60.08,7.89
19/10/2012,Kolkata,41.00,83.35,67.21,6.41
20/10/2012,Kolkata,-1,112.53,93.31,19.09
21/10/2012,Kolkata,63.00,99.70,78.77,7.91
22/10/2012,Kolkata,59.00,96.92,74.95,8.69
23/10/2012,Kolkata,55.00,91.15,65.84,7.34
24/10/2012,Kolkata,65.00,100.50,71.52,8.30
25/10/2012,Kolkata,-1,101.70,67.57,5.65
26/10/2012,Kolkata,-1,105.60,62.59,5.86
27/10/2012,Kolkata,32.00,93.77,65.02,6.68
28/10/2012,Kolkata,29.00,84.44,60.90,7.80
29/10/2012,Kolkata,-1,81.97,66.90,10.54
30/10/2012,Kolkata,-1,87.35,44.59,5.65
31/10/2012,Kolkata,-1,91.46,64.91,7.77
01/11/2012,Kolkata,55.00,81.95,63.72,10.54
02/11/2012,Kolkata,52.00,91.69,66.09,10.53
03/11/2012,Kolkata,-1,93.82,71.01,10.36
04/11/2012,Kolkata,39.00,83.38,59.32,8.10
05/11/2012,Kolkata,43.00,73.62,48.42,5.69
06/11/2012,Kolkata,-1,41.69,27.75,2.14
07/11/2012,Kolkata,27.00,54.52,39.85,4.91
08/11/2012,Kolkata,38.00,58.03,47.60,6.38
09/11/2012,Kolkata,-1,76.62,56.70,6.52
10/11/2012,Kolkata,71.00,117.19,73.01,9.92
11/11/2012,Kolkata,78.00,145.61,82.19,9.86
12/11/2012,Kolkata,-1,164.92,72.41,11.24
13/11/2012,Kolkata,-1,192.80,66.29,3.36
14/11/2012,Kolkata,73.00,134.00,74.25,12.24
15/11/2012,Kolkata,88.50,168.08,85.99,16.38
16/11/2012,Kolkata,81.00,141.59,80.89,14.75
17/11/2012,Kolkata,-1,147.56,57.42,11.25
18/11/2012,Kolkata,42.49,100.80,42.85,10.54
19/11/2012,Kolkata,97.00,89.87,42.69,11.53
20/11/2012,Kolkata,-1,77.53,47.13,10.15
21/11/2012,Kolkata,63.00,102.20,65.31,11.41
22/11/2012,Kolkata,71.00,120.95,67.13,11.81
23/11/2012,Kolkata,-1,130.51,55.16,20.32
24/11/2012,Kolkata,82.00,149.21,65.25,8.75
25/11/2012,Kolkata,86.00,167.31,69.58,10.80
26/11/2012,Kolkata,-1,158.89,58.43,8.51
27/11/2012,Kolkata,101.00,200.07,60.06,8.63
28/11/2012,Kolkata,113.00,188.96,71.68,9.51
29/11/2012,Kolkata,-1,189.37,54.57,8.50
30/11/2012,Kolkata,130.00,186.79,68.62,9.31
01/12/2012,Kolkata,125.00,185.27,80.32,12.46
02/12/2012,Kolkata,-1,219.33,89.15,7.98
03/12/2012,Kolkata,-1,197.27,74.05,10.29
04/12/2012,Kolkata,-1,179.01,72.59,5.83
05/12/2012,Kolkata,92.00,153.64,76.35,9.55
06/12/2012,Kolkata,113.00,228.81,92.69,11.90
07/12/2012,Kolkata,-1,259.25,127.07,17.53
08/12/2012,Kolkata,157.00,214.77,80.04,8.37
09/12/2012,Kolkata,154.00,242.94,95.21,11.38
10/12/2012,Kolkata,-1,184.40,107.19,8.11
11/12/2012,Kolkata,153.00,239.88,80.14,10.18
12/12/2012,Kolkata,109.00,209.41,81.42,10.35
13/12/2012,Kolkata,-1,113.45,61.85,6.69
14/12/2012,Kolkata,105.00,165.59,70.02,8.93
15/12/2012,Kolkata,93.00,163.85,67.53,8.85
16/12/2012,Kolkata,-1,144.96,56.49,9.53
17/12/2012,Kolkata,-1,147.40,56.20,7.45
18/12/2012,Kolkata,136.00,248.61,68.53,10.53
19/12/2012,Kolkata,142.00,236.46,91.89,9.29
20/12/2012,Kolkata,-1,193.60,111.07,7.75
21/12/2012,Kolkata,107.00,226.65,94.36,8.75
22/12/2012,Kolkata,121.00,199.25,90.61,9.89
23/12/2012,Kolkata,-1,154.88,107.60,4.48
24/12/2012,Kolkata,-1,162.12,73.44,6.76
25/12/2012,Kolkata,-1,165.63,56.92,6.51
26/12/2012,Kolkata,-1,144.33,63.45,13.57
27/12/2012,Kolkata,117.00,187.02,71.66,10.09
28/12/2012,Kolkata,128.00,239.65,79.81,36.76
29/12/2012,Kolkata,-1,251.37,152.37,194.88
30/12/2012,Kolkata,171.00,260.03,101.52,11.12
31/12/2012,Kolkata,144.00,282.36,95.48,12.39
